start--------------------------------------------
packet_index ,38, sent_timestamp ,1689140592.5298958, received_timestamp,1689140592.5987113,received-send delay ,0.06881546974182129, and size ,70000,
packet_index ,39, sent_timestamp ,1689140592.578404, received_timestamp,1689140592.6544318,received-send delay ,0.07602787017822266, and size ,70000,
packet_index ,40, sent_timestamp ,1689140592.6341622, received_timestamp,1689140592.7076268,received-send delay ,0.07346463203430176, and size ,70000,
packet_index ,41, sent_timestamp ,1689140592.6873856, received_timestamp,1689140592.759648,received-send delay ,0.07226252555847168, and size ,70000,
packet_index ,42, sent_timestamp ,1689140592.7393816, received_timestamp,1689140592.8145766,received-send delay ,0.0751950740814209, and size ,70000,
packet_index ,43, sent_timestamp ,1689140592.7943087, received_timestamp,1689140592.8631868,received-send delay ,0.068878173828125, and size ,70000,
packet_index ,44, sent_timestamp ,1689140592.8428771, received_timestamp,1689140592.908009,received-send delay ,0.06513190269470215, and size ,70000,
packet_index ,45, sent_timestamp ,1689140592.8874815, received_timestamp,1689140592.9626362,received-send delay ,0.07515478134155273, and size ,70000,
packet_index ,46, sent_timestamp ,1689140592.942299, received_timestamp,1689140593.0189471,received-send delay ,0.07664823532104492, and size ,70000,
packet_index ,47, sent_timestamp ,1689140592.9987404, received_timestamp,1689140593.071126,received-send delay ,0.07238554954528809, and size ,70000,
packet_index ,48, sent_timestamp ,1689140593.0509233, received_timestamp,1689140593.1276839,received-send delay ,0.07676053047180176, and size ,70000,
packet_index ,49, sent_timestamp ,1689140593.1074233, received_timestamp,1689140593.1858597,received-send delay ,0.07843637466430664, and size ,70000,
packet_index ,50, sent_timestamp ,1689140593.165641, received_timestamp,1689140593.2394106,received-send delay ,0.07376956939697266, and size ,70000,
packet_index ,1, sent_timestamp ,1689140596.2224917, received_timestamp,1689140596.9305053,received-send delay ,0.7080135345458984, and size ,80000,
packet_index ,2, sent_timestamp ,1689140596.910263, received_timestamp,1689140597.0573933,received-send delay ,0.14713025093078613, and size ,80000,
packet_index ,3, sent_timestamp ,1689140597.0370724, received_timestamp,1689140597.1554008,received-send delay ,0.11832833290100098, and size ,80000,
packet_index ,4, sent_timestamp ,1689140597.135081, received_timestamp,1689140597.2693048,received-send delay ,0.13422369956970215, and size ,80000,
packet_index ,5, sent_timestamp ,1689140597.2491224, received_timestamp,1689140597.3600523,received-send delay ,0.11092996597290039, and size ,80000,
packet_index ,6, sent_timestamp ,1689140597.3397205, received_timestamp,1689140597.4653118,received-send delay ,0.12559127807617188, and size ,80000,
packet_index ,7, sent_timestamp ,1689140597.444985, received_timestamp,1689140597.5520124,received-send delay ,0.10702753067016602, and size ,80000,
packet_index ,8, sent_timestamp ,1689140597.531759, received_timestamp,1689140597.6404138,received-send delay ,0.10865473747253418, and size ,80000,
packet_index ,9, sent_timestamp ,1689140597.619943, received_timestamp,1689140597.729571,received-send delay ,0.10962820053100586, and size ,80000,
packet_index ,10, sent_timestamp ,1689140597.7092648, received_timestamp,1689140597.8214195,received-send delay ,0.11215472221374512, and size ,80000,
packet_index ,11, sent_timestamp ,1689140597.8011186, received_timestamp,1689140597.912333,received-send delay ,0.11121439933776855, and size ,80000,
packet_index ,12, sent_timestamp ,1689140597.892044, received_timestamp,1689140597.9962652,received-send delay ,0.10422110557556152, and size ,80000,
packet_index ,13, sent_timestamp ,1689140597.9759674, received_timestamp,1689140598.1052394,received-send delay ,0.1292719841003418, and size ,80000,
packet_index ,14, sent_timestamp ,1689140598.0847466, received_timestamp,1689140598.1889176,received-send delay ,0.1041710376739502, and size ,80000,
packet_index ,15, sent_timestamp ,1689140598.1686172, received_timestamp,1689140598.2972758,received-send delay ,0.12865853309631348, and size ,80000,
packet_index ,16, sent_timestamp ,1689140598.2770333, received_timestamp,1689140598.3987877,received-send delay ,0.12175440788269043, and size ,80000,
packet_index ,17, sent_timestamp ,1689140598.3785274, received_timestamp,1689140598.5200744,received-send delay ,0.14154696464538574, and size ,80000,
packet_index ,18, sent_timestamp ,1689140598.4998379, received_timestamp,1689140598.7358017,received-send delay ,0.2359638214111328, and size ,80000,
packet_index ,19, sent_timestamp ,1689140598.7155354, received_timestamp,1689140598.9057114,received-send delay ,0.19017601013183594, and size ,80000,
packet_index ,20, sent_timestamp ,1689140598.8854475, received_timestamp,1689140598.9915876,received-send delay ,0.10614013671875, and size ,80000,
packet_index ,21, sent_timestamp ,1689140598.9713745, received_timestamp,1689140599.1689076,received-send delay ,0.19753313064575195, and size ,80000,
packet_index ,22, sent_timestamp ,1689140599.1484752, received_timestamp,1689140599.28931,received-send delay ,0.14083480834960938, and size ,80000,
packet_index ,23, sent_timestamp ,1689140599.2690992, received_timestamp,1689140599.4006705,received-send delay ,0.13157129287719727, and size ,80000,
packet_index ,24, sent_timestamp ,1689140599.3805218, received_timestamp,1689140599.483671,received-send delay ,0.1031491756439209, and size ,80000,
packet_index ,25, sent_timestamp ,1689140599.4634001, received_timestamp,1689140599.5769145,received-send delay ,0.11351442337036133, and size ,80000,
packet_index ,26, sent_timestamp ,1689140599.556786, received_timestamp,1689140599.666465,received-send delay ,0.10967898368835449, and size ,80000,
packet_index ,27, sent_timestamp ,1689140599.645971, received_timestamp,1689140599.7560148,received-send delay ,0.11004376411437988, and size ,80000,
packet_index ,28, sent_timestamp ,1689140599.7357497, received_timestamp,1689140599.8478053,received-send delay ,0.11205554008483887, and size ,80000,
packet_index ,29, sent_timestamp ,1689140599.8275433, received_timestamp,1689140599.937213,received-send delay ,0.10966968536376953, and size ,80000,
packet_index ,30, sent_timestamp ,1689140599.916963, received_timestamp,1689140600.0239027,received-send delay ,0.10693955421447754, and size ,80000,
packet_index ,31, sent_timestamp ,1689140600.0037112, received_timestamp,1689140600.1240993,received-send delay ,0.12038803100585938, and size ,80000,
packet_index ,32, sent_timestamp ,1689140600.103917, received_timestamp,1689140600.211788,received-send delay ,0.10787105560302734, and size ,80000,
packet_index ,33, sent_timestamp ,1689140600.1915267, received_timestamp,1689140600.3002512,received-send delay ,0.10872459411621094, and size ,80000,
packet_index ,34, sent_timestamp ,1689140600.280074, received_timestamp,1689140600.386397,received-send delay ,0.1063230037689209, and size ,80000,
packet_index ,35, sent_timestamp ,1689140600.3659027, received_timestamp,1689140600.466551,received-send delay ,0.10064840316772461, and size ,80000,
