start--------------------------------------------
packet_index ,1, sent_timestamp ,Wed Oct 18 16:58:35 2023,received-send delay ,288.530000,[msec] and size ,40960,
packet_index ,69, sent_timestamp ,Wed Oct 18 16:58:38 2023,received-send delay ,204.844000,[msec] and size ,40960,
packet_index ,70, sent_timestamp ,Wed Oct 18 16:58:38 2023,received-send delay ,303.968000,[msec] and size ,40960,
packet_index ,71, sent_timestamp ,Wed Oct 18 16:58:38 2023,received-send delay ,270.569000,[msec] and size ,40960,
packet_index ,72, sent_timestamp ,Wed Oct 18 16:58:38 2023,received-send delay ,237.149000,[msec] and size ,40960,
packet_index ,73, sent_timestamp ,Wed Oct 18 16:58:38 2023,received-send delay ,203.734000,[msec] and size ,40960,
packet_index ,74, sent_timestamp ,Wed Oct 18 16:58:38 2023,received-send delay ,323.082000,[msec] and size ,40960,
packet_index ,75, sent_timestamp ,Wed Oct 18 16:58:38 2023,received-send delay ,289.664000,[msec] and size ,40960,
packet_index ,76, sent_timestamp ,Wed Oct 18 16:58:38 2023,received-send delay ,256.172000,[msec] and size ,40960,
packet_index ,77, sent_timestamp ,Wed Oct 18 16:58:38 2023,received-send delay ,222.717000,[msec] and size ,40960,
packet_index ,78, sent_timestamp ,Wed Oct 18 16:58:38 2023,received-send delay ,367.644000,[msec] and size ,40960,
packet_index ,79, sent_timestamp ,Wed Oct 18 16:58:38 2023,received-send delay ,334.424000,[msec] and size ,40960,
packet_index ,80, sent_timestamp ,Wed Oct 18 16:58:38 2023,received-send delay ,301.067000,[msec] and size ,40960,
packet_index ,81, sent_timestamp ,Wed Oct 18 16:58:38 2023,received-send delay ,267.727000,[msec] and size ,40960,
packet_index ,82, sent_timestamp ,Wed Oct 18 16:58:38 2023,received-send delay ,234.511000,[msec] and size ,40960,
packet_index ,83, sent_timestamp ,Wed Oct 18 16:58:38 2023,received-send delay ,284.723000,[msec] and size ,40960,
packet_index ,84, sent_timestamp ,Wed Oct 18 16:58:38 2023,received-send delay ,251.376000,[msec] and size ,40960,
packet_index ,85, sent_timestamp ,Wed Oct 18 16:58:38 2023,received-send delay ,218.038000,[msec] and size ,40960,
packet_index ,86, sent_timestamp ,Wed Oct 18 16:58:38 2023,received-send delay ,268.206000,[msec] and size ,40960,
packet_index ,87, sent_timestamp ,Wed Oct 18 16:58:38 2023,received-send delay ,324.654000,[msec] and size ,40960,
packet_index ,88, sent_timestamp ,Wed Oct 18 16:58:38 2023,received-send delay ,291.283000,[msec] and size ,40960,
packet_index ,89, sent_timestamp ,Wed Oct 18 16:58:38 2023,received-send delay ,257.908000,[msec] and size ,40960,
packet_index ,90, sent_timestamp ,Wed Oct 18 16:58:38 2023,received-send delay ,348.105000,[msec] and size ,40960,
packet_index ,91, sent_timestamp ,Wed Oct 18 16:58:38 2023,received-send delay ,314.799000,[msec] and size ,40960,
packet_index ,92, sent_timestamp ,Wed Oct 18 16:58:38 2023,received-send delay ,281.390000,[msec] and size ,40960,
packet_index ,93, sent_timestamp ,Wed Oct 18 16:58:38 2023,received-send delay ,247.882000,[msec] and size ,40960,
packet_index ,94, sent_timestamp ,Wed Oct 18 16:58:38 2023,received-send delay ,214.435000,[msec] and size ,40960,
packet_index ,95, sent_timestamp ,Wed Oct 18 16:58:38 2023,received-send delay ,181.001000,[msec] and size ,40960,
packet_index ,96, sent_timestamp ,Wed Oct 18 16:58:38 2023,received-send delay ,262.072000,[msec] and size ,40960,
packet_index ,97, sent_timestamp ,Wed Oct 18 16:58:38 2023,received-send delay ,228.726000,[msec] and size ,40960,
packet_index ,98, sent_timestamp ,Wed Oct 18 16:58:39 2023,received-send delay ,195.249000,[msec] and size ,40960,
packet_index ,99, sent_timestamp ,Wed Oct 18 16:58:39 2023,received-send delay ,315.464000,[msec] and size ,40960,
packet_index ,100, sent_timestamp ,Wed Oct 18 16:58:39 2023,received-send delay ,282.287000,[msec] and size ,40960,
packet_index ,101, sent_timestamp ,Wed Oct 18 16:58:39 2023,received-send delay ,248.942000,[msec] and size ,40960,
packet_index ,102, sent_timestamp ,Wed Oct 18 16:58:39 2023,received-send delay ,215.623000,[msec] and size ,40960,
packet_index ,103, sent_timestamp ,Wed Oct 18 16:58:39 2023,received-send delay ,349.217000,[msec] and size ,40960,
packet_index ,104, sent_timestamp ,Wed Oct 18 16:58:39 2023,received-send delay ,315.905000,[msec] and size ,40960,
packet_index ,105, sent_timestamp ,Wed Oct 18 16:58:39 2023,received-send delay ,282.462000,[msec] and size ,40960,
packet_index ,106, sent_timestamp ,Wed Oct 18 16:58:39 2023,received-send delay ,249.024000,[msec] and size ,40960,
packet_index ,107, sent_timestamp ,Wed Oct 18 16:58:39 2023,received-send delay ,386.144000,[msec] and size ,40960,
packet_index ,108, sent_timestamp ,Wed Oct 18 16:58:39 2023,received-send delay ,352.980000,[msec] and size ,40960,
packet_index ,109, sent_timestamp ,Wed Oct 18 16:58:39 2023,received-send delay ,491.399000,[msec] and size ,40960,
packet_index ,110, sent_timestamp ,Wed Oct 18 16:58:39 2023,received-send delay ,458.014000,[msec] and size ,40960,
packet_index ,111, sent_timestamp ,Wed Oct 18 16:58:39 2023,received-send delay ,424.641000,[msec] and size ,40960,
packet_index ,112, sent_timestamp ,Wed Oct 18 16:58:39 2023,received-send delay ,391.231000,[msec] and size ,40960,
packet_index ,113, sent_timestamp ,Wed Oct 18 16:58:39 2023,received-send delay ,357.868000,[msec] and size ,40960,
packet_index ,114, sent_timestamp ,Wed Oct 18 16:58:39 2023,received-send delay ,324.527000,[msec] and size ,40960,
packet_index ,115, sent_timestamp ,Wed Oct 18 16:58:39 2023,received-send delay ,291.032000,[msec] and size ,40960,
packet_index ,116, sent_timestamp ,Wed Oct 18 16:58:39 2023,received-send delay ,257.640000,[msec] and size ,40960,
packet_index ,117, sent_timestamp ,Wed Oct 18 16:58:39 2023,received-send delay ,439.636000,[msec] and size ,40960,
packet_index ,118, sent_timestamp ,Wed Oct 18 16:58:39 2023,received-send delay ,406.334000,[msec] and size ,40960,
packet_index ,119, sent_timestamp ,Wed Oct 18 16:58:39 2023,received-send delay ,372.953000,[msec] and size ,40960,
packet_index ,120, sent_timestamp ,Wed Oct 18 16:58:39 2023,received-send delay ,339.563000,[msec] and size ,40960,
packet_index ,121, sent_timestamp ,Wed Oct 18 16:58:39 2023,received-send delay ,306.109000,[msec] and size ,40960,
packet_index ,122, sent_timestamp ,Wed Oct 18 16:58:39 2023,received-send delay ,272.707000,[msec] and size ,40960,
packet_index ,123, sent_timestamp ,Wed Oct 18 16:58:39 2023,received-send delay ,390.772000,[msec] and size ,40960,
packet_index ,124, sent_timestamp ,Wed Oct 18 16:58:39 2023,received-send delay ,357.488000,[msec] and size ,40960,
packet_index ,125, sent_timestamp ,Wed Oct 18 16:58:39 2023,received-send delay ,324.182000,[msec] and size ,40960,
packet_index ,126, sent_timestamp ,Wed Oct 18 16:58:39 2023,received-send delay ,290.786000,[msec] and size ,40960,
packet_index ,127, sent_timestamp ,Wed Oct 18 16:58:39 2023,received-send delay ,257.511000,[msec] and size ,40960,
packet_index ,128, sent_timestamp ,Wed Oct 18 16:58:40 2023,received-send delay ,224.152000,[msec] and size ,40960,
packet_index ,129, sent_timestamp ,Wed Oct 18 16:58:40 2023,received-send delay ,288.416000,[msec] and size ,40960,
packet_index ,130, sent_timestamp ,Wed Oct 18 16:58:40 2023,received-send delay ,255.196000,[msec] and size ,40960,
packet_index ,131, sent_timestamp ,Wed Oct 18 16:58:40 2023,received-send delay ,221.811000,[msec] and size ,40960,
packet_index ,132, sent_timestamp ,Wed Oct 18 16:58:40 2023,received-send delay ,259.727000,[msec] and size ,40960,
packet_index ,133, sent_timestamp ,Wed Oct 18 16:58:40 2023,received-send delay ,226.343000,[msec] and size ,40960,
packet_index ,134, sent_timestamp ,Wed Oct 18 16:58:40 2023,received-send delay ,192.902000,[msec] and size ,40960,
packet_index ,135, sent_timestamp ,Wed Oct 18 16:58:40 2023,received-send delay ,159.444000,[msec] and size ,40960,
packet_index ,136, sent_timestamp ,Wed Oct 18 16:58:40 2023,received-send delay ,251.478000,[msec] and size ,40960,
packet_index ,137, sent_timestamp ,Wed Oct 18 16:58:40 2023,received-send delay ,218.174000,[msec] and size ,40960,
packet_index ,138, sent_timestamp ,Wed Oct 18 16:58:40 2023,received-send delay ,184.804000,[msec] and size ,40960,
packet_index ,139, sent_timestamp ,Wed Oct 18 16:58:40 2023,received-send delay ,265.402000,[msec] and size ,40960,
packet_index ,140, sent_timestamp ,Wed Oct 18 16:58:40 2023,received-send delay ,232.021000,[msec] and size ,40960,
packet_index ,141, sent_timestamp ,Wed Oct 18 16:58:40 2023,received-send delay ,198.564000,[msec] and size ,40960,
packet_index ,142, sent_timestamp ,Wed Oct 18 16:58:40 2023,received-send delay ,319.732000,[msec] and size ,40960,
packet_index ,143, sent_timestamp ,Wed Oct 18 16:58:40 2023,received-send delay ,286.364000,[msec] and size ,40960,
packet_index ,144, sent_timestamp ,Wed Oct 18 16:58:40 2023,received-send delay ,252.918000,[msec] and size ,40960,
packet_index ,145, sent_timestamp ,Wed Oct 18 16:58:40 2023,received-send delay ,216.100000,[msec] and size ,40960,
packet_index ,146, sent_timestamp ,Wed Oct 18 16:58:40 2023,received-send delay ,338.441000,[msec] and size ,40960,
packet_index ,147, sent_timestamp ,Wed Oct 18 16:58:40 2023,received-send delay ,305.163000,[msec] and size ,40960,
packet_index ,148, sent_timestamp ,Wed Oct 18 16:58:40 2023,received-send delay ,271.779000,[msec] and size ,40960,
packet_index ,149, sent_timestamp ,Wed Oct 18 16:58:40 2023,received-send delay ,238.527000,[msec] and size ,40960,
packet_index ,150, sent_timestamp ,Wed Oct 18 16:58:40 2023,received-send delay ,410.692000,[msec] and size ,40960,
packet_index ,151, sent_timestamp ,Wed Oct 18 16:58:40 2023,received-send delay ,377.291000,[msec] and size ,40960,
packet_index ,152, sent_timestamp ,Wed Oct 18 16:58:40 2023,received-send delay ,343.920000,[msec] and size ,40960,
packet_index ,153, sent_timestamp ,Wed Oct 18 16:58:40 2023,received-send delay ,310.471000,[msec] and size ,40960,
packet_index ,154, sent_timestamp ,Wed Oct 18 16:58:40 2023,received-send delay ,277.014000,[msec] and size ,40960,
packet_index ,155, sent_timestamp ,Wed Oct 18 16:58:40 2023,received-send delay ,407.622000,[msec] and size ,40960,
packet_index ,156, sent_timestamp ,Wed Oct 18 16:58:40 2023,received-send delay ,374.406000,[msec] and size ,40960,
packet_index ,157, sent_timestamp ,Wed Oct 18 16:58:40 2023,received-send delay ,341.054000,[msec] and size ,40960,
packet_index ,158, sent_timestamp ,Wed Oct 18 16:58:41 2023,received-send delay ,307.645000,[msec] and size ,40960,
packet_index ,159, sent_timestamp ,Wed Oct 18 16:58:41 2023,received-send delay ,274.281000,[msec] and size ,40960,
packet_index ,160, sent_timestamp ,Wed Oct 18 16:58:41 2023,received-send delay ,240.916000,[msec] and size ,40960,
packet_index ,161, sent_timestamp ,Wed Oct 18 16:58:41 2023,received-send delay ,320.044000,[msec] and size ,40960,
packet_index ,162, sent_timestamp ,Wed Oct 18 16:58:41 2023,received-send delay ,286.891000,[msec] and size ,40960,
packet_index ,163, sent_timestamp ,Wed Oct 18 16:58:41 2023,received-send delay ,253.596000,[msec] and size ,40960,
packet_index ,164, sent_timestamp ,Wed Oct 18 16:58:41 2023,received-send delay ,220.233000,[msec] and size ,40960,
packet_index ,165, sent_timestamp ,Wed Oct 18 16:58:41 2023,received-send delay ,295.054000,[msec] and size ,40960,
packet_index ,166, sent_timestamp ,Wed Oct 18 16:58:41 2023,received-send delay ,421.746000,[msec] and size ,40960,
packet_index ,167, sent_timestamp ,Wed Oct 18 16:58:41 2023,received-send delay ,388.555000,[msec] and size ,40960,
packet_index ,168, sent_timestamp ,Wed Oct 18 16:58:41 2023,received-send delay ,355.176000,[msec] and size ,40960,
packet_index ,169, sent_timestamp ,Wed Oct 18 16:58:41 2023,received-send delay ,321.876000,[msec] and size ,40960,
packet_index ,170, sent_timestamp ,Wed Oct 18 16:58:41 2023,received-send delay ,288.482000,[msec] and size ,40960,
packet_index ,171, sent_timestamp ,Wed Oct 18 16:58:41 2023,received-send delay ,255.027000,[msec] and size ,40960,
packet_index ,172, sent_timestamp ,Wed Oct 18 16:58:41 2023,received-send delay ,221.624000,[msec] and size ,40960,
packet_index ,173, sent_timestamp ,Wed Oct 18 16:58:41 2023,received-send delay ,329.991000,[msec] and size ,40960,
packet_index ,174, sent_timestamp ,Wed Oct 18 16:58:41 2023,received-send delay ,296.529000,[msec] and size ,40960,
packet_index ,175, sent_timestamp ,Wed Oct 18 16:58:41 2023,received-send delay ,263.055000,[msec] and size ,40960,
packet_index ,176, sent_timestamp ,Wed Oct 18 16:58:41 2023,received-send delay ,229.706000,[msec] and size ,40960,
packet_index ,177, sent_timestamp ,Wed Oct 18 16:58:41 2023,received-send delay ,392.989000,[msec] and size ,40960,
packet_index ,178, sent_timestamp ,Wed Oct 18 16:58:41 2023,received-send delay ,359.678000,[msec] and size ,40960,
packet_index ,179, sent_timestamp ,Wed Oct 18 16:58:41 2023,received-send delay ,326.396000,[msec] and size ,40960,
packet_index ,180, sent_timestamp ,Wed Oct 18 16:58:41 2023,received-send delay ,293.039000,[msec] and size ,40960,
packet_index ,181, sent_timestamp ,Wed Oct 18 16:58:41 2023,received-send delay ,259.632000,[msec] and size ,40960,
packet_index ,182, sent_timestamp ,Wed Oct 18 16:58:41 2023,received-send delay ,405.810000,[msec] and size ,40960,
packet_index ,183, sent_timestamp ,Wed Oct 18 16:58:41 2023,received-send delay ,372.560000,[msec] and size ,40960,
packet_index ,184, sent_timestamp ,Wed Oct 18 16:58:41 2023,received-send delay ,339.206000,[msec] and size ,40960,
packet_index ,185, sent_timestamp ,Wed Oct 18 16:58:41 2023,received-send delay ,305.833000,[msec] and size ,40960,
packet_index ,186, sent_timestamp ,Wed Oct 18 16:58:41 2023,received-send delay ,272.417000,[msec] and size ,40960,
packet_index ,187, sent_timestamp ,Wed Oct 18 16:58:41 2023,received-send delay ,433.082000,[msec] and size ,40960,
packet_index ,188, sent_timestamp ,Wed Oct 18 16:58:42 2023,received-send delay ,399.667000,[msec] and size ,40960,
packet_index ,189, sent_timestamp ,Wed Oct 18 16:58:42 2023,received-send delay ,366.321000,[msec] and size ,40960,
packet_index ,190, sent_timestamp ,Wed Oct 18 16:58:42 2023,received-send delay ,332.892000,[msec] and size ,40960,
packet_index ,191, sent_timestamp ,Wed Oct 18 16:58:42 2023,received-send delay ,299.474000,[msec] and size ,40960,
packet_index ,192, sent_timestamp ,Wed Oct 18 16:58:42 2023,received-send delay ,395.138000,[msec] and size ,40960,
packet_index ,193, sent_timestamp ,Wed Oct 18 16:58:42 2023,received-send delay ,361.896000,[msec] and size ,40960,
packet_index ,194, sent_timestamp ,Wed Oct 18 16:58:42 2023,received-send delay ,328.544000,[msec] and size ,40960,
packet_index ,195, sent_timestamp ,Wed Oct 18 16:58:42 2023,received-send delay ,295.198000,[msec] and size ,40960,
packet_index ,196, sent_timestamp ,Wed Oct 18 16:58:42 2023,received-send delay ,262.116000,[msec] and size ,40960,
packet_index ,197, sent_timestamp ,Wed Oct 18 16:58:42 2023,received-send delay ,228.827000,[msec] and size ,40960,
packet_index ,198, sent_timestamp ,Wed Oct 18 16:58:42 2023,received-send delay ,344.567000,[msec] and size ,40960,
packet_index ,199, sent_timestamp ,Wed Oct 18 16:58:42 2023,received-send delay ,311.133000,[msec] and size ,40960,
packet_index ,200, sent_timestamp ,Wed Oct 18 16:58:42 2023,received-send delay ,277.696000,[msec] and size ,40960,
packet_index ,201, sent_timestamp ,Wed Oct 18 16:58:42 2023,received-send delay ,244.213000,[msec] and size ,40960,
packet_index ,202, sent_timestamp ,Wed Oct 18 16:58:42 2023,received-send delay ,210.725000,[msec] and size ,40960,
packet_index ,203, sent_timestamp ,Wed Oct 18 16:58:42 2023,received-send delay ,337.156000,[msec] and size ,40960,
packet_index ,204, sent_timestamp ,Wed Oct 18 16:58:42 2023,received-send delay ,303.803000,[msec] and size ,40960,
packet_index ,205, sent_timestamp ,Wed Oct 18 16:58:42 2023,received-send delay ,270.393000,[msec] and size ,40960,
packet_index ,206, sent_timestamp ,Wed Oct 18 16:58:42 2023,received-send delay ,236.945000,[msec] and size ,40960,
packet_index ,207, sent_timestamp ,Wed Oct 18 16:58:42 2023,received-send delay ,407.887000,[msec] and size ,40960,
packet_index ,208, sent_timestamp ,Wed Oct 18 16:58:42 2023,received-send delay ,374.523000,[msec] and size ,40960,
packet_index ,209, sent_timestamp ,Wed Oct 18 16:58:42 2023,received-send delay ,341.127000,[msec] and size ,40960,
packet_index ,210, sent_timestamp ,Wed Oct 18 16:58:42 2023,received-send delay ,307.749000,[msec] and size ,40960,
packet_index ,211, sent_timestamp ,Wed Oct 18 16:58:42 2023,received-send delay ,274.376000,[msec] and size ,40960,
packet_index ,212, sent_timestamp ,Wed Oct 18 16:58:42 2023,received-send delay ,389.853000,[msec] and size ,40960,
packet_index ,213, sent_timestamp ,Wed Oct 18 16:58:42 2023,received-send delay ,356.426000,[msec] and size ,40960,
packet_index ,214, sent_timestamp ,Wed Oct 18 16:58:42 2023,received-send delay ,322.997000,[msec] and size ,40960,
packet_index ,215, sent_timestamp ,Wed Oct 18 16:58:42 2023,received-send delay ,289.584000,[msec] and size ,40960,
packet_index ,216, sent_timestamp ,Wed Oct 18 16:58:42 2023,received-send delay ,256.124000,[msec] and size ,40960,
packet_index ,217, sent_timestamp ,Wed Oct 18 16:58:43 2023,received-send delay ,335.287000,[msec] and size ,40960,
packet_index ,218, sent_timestamp ,Wed Oct 18 16:58:43 2023,received-send delay ,301.901000,[msec] and size ,40960,
packet_index ,219, sent_timestamp ,Wed Oct 18 16:58:43 2023,received-send delay ,268.489000,[msec] and size ,40960,
packet_index ,220, sent_timestamp ,Wed Oct 18 16:58:43 2023,received-send delay ,235.047000,[msec] and size ,40960,
packet_index ,221, sent_timestamp ,Wed Oct 18 16:58:43 2023,received-send delay ,343.335000,[msec] and size ,40960,
packet_index ,222, sent_timestamp ,Wed Oct 18 16:58:43 2023,received-send delay ,310.046000,[msec] and size ,40960,
packet_index ,223, sent_timestamp ,Wed Oct 18 16:58:43 2023,received-send delay ,276.698000,[msec] and size ,40960,
packet_index ,224, sent_timestamp ,Wed Oct 18 16:58:43 2023,received-send delay ,243.284000,[msec] and size ,40960,
packet_index ,225, sent_timestamp ,Wed Oct 18 16:58:43 2023,received-send delay ,209.853000,[msec] and size ,40960,
packet_index ,226, sent_timestamp ,Wed Oct 18 16:58:43 2023,received-send delay ,334.809000,[msec] and size ,40960,
packet_index ,227, sent_timestamp ,Wed Oct 18 16:58:43 2023,received-send delay ,301.468000,[msec] and size ,40960,
packet_index ,228, sent_timestamp ,Wed Oct 18 16:58:43 2023,received-send delay ,268.133000,[msec] and size ,40960,
packet_index ,229, sent_timestamp ,Wed Oct 18 16:58:43 2023,received-send delay ,234.722000,[msec] and size ,40960,
packet_index ,230, sent_timestamp ,Wed Oct 18 16:58:43 2023,received-send delay ,401.501000,[msec] and size ,40960,
packet_index ,231, sent_timestamp ,Wed Oct 18 16:58:43 2023,received-send delay ,368.229000,[msec] and size ,40960,
packet_index ,232, sent_timestamp ,Wed Oct 18 16:58:43 2023,received-send delay ,334.892000,[msec] and size ,40960,
packet_index ,233, sent_timestamp ,Wed Oct 18 16:58:43 2023,received-send delay ,301.534000,[msec] and size ,40960,
packet_index ,234, sent_timestamp ,Wed Oct 18 16:58:43 2023,received-send delay ,268.111000,[msec] and size ,40960,
packet_index ,235, sent_timestamp ,Wed Oct 18 16:58:43 2023,received-send delay ,429.267000,[msec] and size ,40960,
